offset,x,y,z,additional_values
0x905570,-4035,-4553,34,16047|-764|16383|13266|1484
0x905590,-7426,559,65,-3600|528|-12739|11795|3587
0x9055b0,8003,-560,18,25056|17104|13808|-16371|13327
0x9055e0,517,-3794,67,-20188|61|-14800|12809|-2797
0x905610,-7200,61,50,-3039|317|-3025|3667|7205
0x905690,527,4414,50,115|-7853|-3870|12896|24069
0x9056c0,7718,-716,50,3823|17458|28674|17105|-11011
0x905710,-8147,3871,50,20293|12563|-494|8460|9282
0x905730,-3328,-4913,50,11997|9470|-2736|3890|16882
0x905750,542,338,50,-751|-4895|-530|7969|-66
0x905760,-21,45,50,4115|242|8975|12563|12547
0x9057a0,3808,5086,51,-3505|16403|8723|-3586|-13058
0x9057b0,3551,-3887,51,-8482|-3890|8719|4670|-3342
0x9057f0,-8129,-4368,54,20178|13570|1343|-7872|19987
0x905800,273,-3809,281,16429|3413|0|0|0
0x905810,0,0,1792,30583|30583|30583|30583|30583
0x905830,-6641,4403,35,7728|433|-741|-3600|8210
0x905860,224,7999,68,14023|4370|-9698|-11883|19229
0x905900,-7905,-7454,67,3631|-4324|-3359|4368|321
0x905910,7426,-3648,35,-5108|4337|4112|11823|1459
0x905930,-7183,-6956,67,-1414|-3664|4863|-3504|4101
0x905950,-721,400,67,11820|4143|-2349|11853|4142
0x905960,-7695,-4819,66,-3856|-3343|3649|-3613|-4096
0x905970,7440,481,67,7710|12077|9172|15905|3614
0x9059a0,452,7469,67,4110|9413|12048|-12017|16081
0x9059c0,8178,7967,67,-15584|484|19775|-16384|8148
0x9059d0,3373,-7231,67,31765|-4051|-3358|23793|28
0x9059f0,3389,-7679,68,15906|-3809|-12|10830|-16114
0x905a20,-3569,16,74,16371|11531|-19218|20|15471
0x905a60,0,0,1065,8432|4095|241|7695|-13803
0x905aa0,-270,4349,37,-8430|4112|3855|-4605|8751
0x905ac0,3295,3825,37,4624|12781|-4622|-3280|-10948
0x905b00,4098,-767,36,-8397|-4031|21501|5357|-3556
0x905b20,-3010,574,36,12254|241|-4830|17406|-15821
0x905b30,7677,291,35,8702|11745|7954|8735|254
0x905b50,7902,290,36,-2789|13627|-8691|8003|4560
0x905b90,-847,4947,51,9265|5201|-3501|-12479|46
0x905ba0,286,579,67,13056|-3328|5657|1021|-12002
0x905c10,7172,3829,50,-242|15|8447|4047|8686
0x905c20,3297,3568,34,-17149|-8144|3844|-16879|-19889
0x905c60,3535,8175,66,12030|7670|3537|3873|-4283
0x905c70,-3603,-7952,50,7938|11968|293|21023|20481
